,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,2.1397174999999997,2.1025132,2.0197932000000005,2.065926299999999,2.4839375,2.4474743,2.5897132000000003,1.9896048,2.5897132000000003,2.1720983,2.22152,2.1994288,2.2104492,2.3524566999999994,2.4414412,2.411464699999999,2.2606647000000004,2.5332607,2.5208542999999994,2.8054375
2015-01-01 01:00:00,2.0867575,2.0867575,2.0197932000000005,2.0197932000000005,2.4474743,2.4474743,2.57708,1.9746806999999995,2.6087575000000003,2.1884588,2.22152,2.1558512000000003,2.1884588,2.3995622999999995,2.45352,2.4234175,2.2494175,2.5644971999999995,2.51467,2.7986987999999995
2015-01-01 02:00:00,2.0350575,2.065926299999999,2.0197932000000005,2.0711151999999995,2.4234175,2.5582247000000002,2.6023967999999997,1.9647942999999997,2.5644971999999995,2.2049327,2.2270743,2.0972487,2.1612543000000004,2.3759087,2.4717327,2.4174348,2.2438128,2.5582247000000002,2.5582247000000002,2.7986987999999995
2015-01-01 03:00:00,2.0147303,2.0607500000000005,2.0197932000000005,2.0504352,2.3818032,2.4961927000000004,2.5582247000000002,1.9500592,2.5897132000000003,2.22152,2.2326412,2.1025132,2.1612543000000004,2.3524566999999994,2.4595783,2.4174348,2.2438128,2.5208542999999994,2.5208542999999994,2.7785583
2015-01-01 04:00:00,2.0197932000000005,2.065926299999999,2.00968,2.0147303,2.3641575,2.4595783,2.6023967999999997,1.9402988000000003,2.5707822999999994,2.2606647000000004,2.2382207000000003,2.0919967999999995,2.1666699999999994,2.3176567,2.4656492,2.411464699999999,2.2326412,2.5707822999999994,2.4900588,2.7585312
2015-01-01 05:00:00,2.00968,2.065926299999999,2.00968,2.0299568,2.3524566999999994,2.4055072,2.5707822999999994,1.8780847,2.5457174999999994,2.2606647000000004,2.2606647000000004,2.0867575,2.1666699999999994,2.3641575,2.4595783,2.3759087,2.2326412,2.5644971999999995,2.4778287999999997,2.7452428
2015-01-01 06:00:00,1.9996172,2.065926299999999,2.00968,2.0452967000000006,2.3292062999999996,2.3466252,2.5582247000000002,1.8827948,2.5084983000000003,2.3004267999999994,2.2663072,2.0867575,2.1829927000000002,2.3119007999999996,2.4595783,2.335,2.2326412,2.4474743,2.4656492,2.7452428
2015-01-01 07:00:00,2.0046422999999995,2.0607500000000005,2.00968,2.00968,2.3004267999999994,2.3119007999999996,2.5833903,1.9065343,2.5084983000000003,2.3234252,2.2104492,2.0711151999999995,2.1775392,2.3119007999999996,2.4595783,2.3466252,2.2270743,2.4174348,2.5457174999999994,2.7386175
2015-01-01 08:00:00,2.0299568,2.065926299999999,2.0147303,2.0248687,2.2494175,2.3176567,2.7254046999999995,1.9161183000000002,2.4961927000000004,2.3061574999999994,2.1612543000000004,2.11308,2.1994288,2.45352,2.4234175,2.3759087,2.22152,2.4234175,2.5707822999999994,2.7386175
2015-01-01 09:00:00,2.0504352,2.0711151999999995,2.0147303,2.0401708000000003,2.2776300000000003,2.3759087,2.7585312,1.9017612,2.5208542999999994,2.3877102999999997,2.1450828,2.2438128,2.2550348,2.5960487000000003,2.4174348,2.5960487000000003,2.2270743,2.6023967999999997,2.70568,2.7386175
2015-01-01 10:00:00,2.0763167,2.0815307999999995,2.0350575,2.0867575,2.3004267999999994,2.4414412,2.7651943,1.9209292,2.6991303,2.4474743,2.1504607000000004,2.3234252,2.3234252,2.6730575,2.3995622999999995,2.5960487000000003,2.2438128,2.7585312,2.6343263,2.7651943
2015-01-01 11:00:00,2.0919967999999995,2.0919967999999995,2.0763167,2.2159783,2.3119007999999996,2.5084983000000003,2.7785583,2.0197932000000005,2.8598007,2.5208542999999994,2.1612543000000004,2.4778287999999997,2.3759087,2.70568,2.4294128,2.70568,2.2550348,2.7852592,2.6925932,2.8054375
2015-01-01 12:00:00,2.1558512000000003,2.1025132,2.1183823000000004,2.2833103,2.3583008000000003,2.539482799999999,2.7651943,2.0046422999999995,2.9639051999999992,2.5833903,2.1720983,2.5833903,2.4474743,2.7122423,2.4474743,2.70568,2.3004267999999994,2.8257292,2.7386175,2.8529612
2015-01-01 13:00:00,2.1775392,2.1025132,2.1397174999999997,2.3292062999999996,2.3818032,2.5960487000000003,2.7254046999999995,2.0350575,3.0420502999999997,2.5833903,2.1666699999999994,2.5644971999999995,2.5270512000000003,2.6991303,2.4474743,2.6665708,2.3176567,2.8735174999999997,2.6730575,2.8393200000000003
2015-01-01 14:00:00,2.1666699999999994,2.11308,2.1558512000000003,2.3641575,2.4055072,2.64075,2.6536352,2.0350575,3.0134575,2.5582247000000002,2.1829927000000002,2.539482799999999,2.5833903,2.6795568,2.45352,2.64075,2.3292062999999996,2.8872847000000004,2.5457174999999994,2.8461342999999997
2015-01-01 15:00:00,2.1558512000000003,2.11308,2.1666699999999994,2.3176567,2.411464699999999,2.6215167000000004,2.5960487000000003,2.0299568,2.9992366999999995,2.5457174999999994,2.2270743,2.4961927000000004,2.5519648,2.5897132000000003,2.45352,2.6087575000000003,2.3234252,2.8257292,2.5644971999999995,2.8461342999999997
2015-01-01 16:00:00,2.1397174999999997,2.11308,2.1612543000000004,2.2494175,2.4055072,2.539482799999999,2.6151307999999998,2.0555863000000003,2.928888699999999,2.5332607,2.2438128,2.3936299999999995,2.3995622999999995,2.4474743,2.4414412,2.5582247000000002,2.3004267999999994,2.7188172,2.57708,2.8393200000000003
